Timestamp,Crane_ID,Vibration_X,Vibration_Y,Motor_Temp,Bearing_Temp,Hydraulic_Pressure,Load,RPM,Noise_Level
2026-04-27 01:01:00,CRANE_01,2.65,2.4,39.73,44.64,168.89,36.77,789.79,75.01
2026-04-27 01:02:00,CRANE_01,2.11,2.45,33,37.23,131.44,20.72,539.62,76.45
2026-04-27 01:03:00,CRANE_01,3.54,3.64,53.18,56.01,225.49,30.11,1014.03,78.5
2026-04-27 01:04:00,CRANE_01,2.18,2.41,36.88,42.4,119.62,14.6,604.92,72.18
2026-04-27 01:05:00,CRANE_01,3.38,3.11,52.22,54.19,216.11,40.27,995.28,77.31
2026-04-27 01:06:00,CRANE_01,2.68,2.86,50.02,53.88,188.33,24.48,760.46,80.8
2026-04-27 01:07:00,CRANE_01,3.69,3.83,56.08,57.72,218.1,33.76,984.23,73.37
2026-04-27 01:08:00,CRANE_01,3.67,3.86,56.61,61.3,223.36,26.7,987.51,73.51
2026-04-27 01:09:00,CRANE_01,1.85,2.44,32.62,37.64,134.58,21.15,590.17,72.31
2026-04-27 01:10:00,CRANE_01,2.18,1.98,35.86,38.52,132.86,18.8,622.92,69.9
2026-04-27 01:11:00,CRANE_01,3.55,3.85,53.24,59.35,242.31,33.19,1033.29,75.53
2026-04-27 01:12:00,CRANE_01,1.78,1.84,30.21,33.06,134.07,22.17,621.26,72.92
2026-04-27 01:13:00,CRANE_01,2.55,2.94,44.04,48.78,181.45,40.28,760.6,73.43
2026-04-27 01:14:00,CRANE_01,3.18,2.66,41.54,46.25,174.72,31.16,836.57,81.75
2026-04-27 01:15:00,CRANE_01,4.09,4.12,66.15,70.65,273.97,52.05,1125.34,75.99
2026-04-27 01:16:00,CRANE_01,2.7,2.89,43.58,49.36,199.35,25.35,806.27,80.94
2026-04-27 01:17:00,CRANE_01,4.39,4.57,67.49,72.25,277.24,47.85,1167.76,79.22
2026-04-27 01:18:00,CRANE_01,3.63,3.42,54.6,60.52,225.45,35.23,1000.6,83.75
2026-04-27 01:19:00,CRANE_01,2.18,2.59,32.48,36.9,139.21,21.93,624.38,71.28
2026-04-27 01:20:00,CRANE_01,3.83,3.08,53.13,57.7,236.44,34.67,927.33,71.06
2026-04-27 01:21:00,CRANE_01,3.28,3.75,55.14,58.29,213.68,39.36,1042.64,73.35
2026-04-27 01:22:00,CRANE_01,2.82,2.9,43.02,47.55,169.12,35.22,794.4,77.01
2026-04-27 01:23:00,CRANE_01,3.69,3.93,55.02,60.08,223.2,42.2,976.6,73.09
2026-04-27 01:24:00,CRANE_01,3.74,3.34,53.41,54.58,220.3,22.88,1005.51,78.76
2026-04-27 01:25:00,CRANE_01,1.88,2.11,32.71,34.97,146.38,25.39,594.1,67.63
2026-04-27 01:26:00,CRANE_01,2.58,2.74,48.12,53.08,174.57,30.86,784.49,73.22
2026-04-27 01:27:00,CRANE_01,4.46,4.43,68.06,71.26,279.24,42.99,1234.37,79.51
2026-04-27 01:28:00,CRANE_01,1.96,1.97,31.92,36.56,138.53,18.13,647.27,75.23
2026-04-27 01:29:00,CRANE_01,4.25,4.28,66.97,69.44,266.64,33.66,1156.7,83.22
2026-04-27 01:30:00,CRANE_01,2.88,3.14,47.83,51.14,187.77,27.81,805.24,71.03
2026-04-27 01:31:00,CRANE_01,3.2,3.24,42.06,46.65,183.09,29.3,781.51,79.92
2026-04-27 01:32:00,CRANE_01,4.43,3.39,68.31,69.7,265.8,36.4,1157.24,79.9
2026-04-27 01:33:00,CRANE_01,2.85,2.44,46.11,49.37,166.68,25.86,770.2,74.65
2026-04-27 01:34:00,CRANE_01,3.45,4.16,55.48,60.13,232.16,36.19,975.5,76.79
2026-04-27 01:35:00,CRANE_01,4.42,4.22,65.63,66.63,276.03,43.73,1246.7,78.42
2026-04-27 01:36:00,CRANE_01,2.4,1.81,34.25,36.67,129.36,30.57,617.26,76.29
2026-04-27 01:37:00,CRANE_01,4.13,3.52,55.03,60.61,232.76,40.94,1035.18,74.82
2026-04-27 01:38:00,CRANE_01,3.52,3.63,55.33,59.96,236.83,37.27,1019.64,73.36
2026-04-27 01:39:00,CRANE_01,3.46,3.95,54.15,58.34,222.54,35.08,1033.82,74.38
2026-04-27 01:40:00,CRANE_01,2.67,2.43,47.73,53.24,173.63,39.26,694.93,82.21
2026-04-27 01:41:00,CRANE_01,2.48,2.33,46.18,53.84,190.21,30.82,808.97,75.8
2026-04-27 01:42:00,CRANE_01,4.05,4.16,61.2,65.05,260.79,36.48,1205.75,73.39
2026-04-27 01:43:00,CRANE_01,2.58,2.76,45,47.55,179.98,21.33,726.65,76.48
2026-04-27 01:44:00,CRANE_01,2.88,3.24,43.94,47.3,180.11,30.72,757.84,73.77
2026-04-27 01:45:00,CRANE_01,2.52,2.62,41.83,47.17,176.78,34.24,753.17,81.48
2026-04-27 01:46:00,CRANE_01,2.99,2.95,43.16,46.97,179.49,27.26,762.9,71.87
2026-04-27 01:47:00,CRANE_01,2.63,3.32,47.82,50.99,183.69,36.14,762.05,72.22
2026-04-27 01:48:00,CRANE_01,2.84,2.6,44.21,45.88,181.78,32.17,825.38,72.05
2026-04-27 01:49:00,CRANE_01,3.95,3.66,52.77,56.69,228.39,35.38,983.94,73.66
2026-04-27 01:50:00,CRANE_01,2.64,3.2,46.35,51.26,170.4,26.42,863.58,76.46
2026-04-27 01:51:00,CRANE_01,3.57,3.49,56.3,61.74,217.63,28.34,939.39,70.68
2026-04-27 01:52:00,CRANE_01,3.53,3.79,54.73,58.58,231.27,33.55,954.63,80.04
2026-04-27 01:53:00,CRANE_01,2.96,2.56,43.69,47.68,187.82,30.37,831.06,77.59
2026-04-27 01:54:00,CRANE_01,3.27,3.44,53,56.72,224.37,37.65,980.27,70.61
2026-04-27 01:55:00,CRANE_01,1.82,2.3,36.54,42.37,132.64,28.45,565.34,72.73
2026-04-27 01:56:00,CRANE_01,2.16,2.12,33.81,39.6,141.95,13.58,538.96,73.65
2026-04-27 01:57:00,CRANE_01,2.96,3.05,42.18,42.29,174.77,29.96,781.87,77.66
2026-04-27 01:58:00,CRANE_01,3.83,3.49,54.46,57.06,220.37,30.58,929.99,72.82
2026-04-27 01:59:00,CRANE_01,3.37,3.85,53.01,59.75,229.34,32.56,1003.98,77.64
2026-04-27 02:00:00,CRANE_01,3.66,3.43,57.58,60.56,240.03,35.68,930.86,74.41
2026-04-27 02:01:00,CRANE_01,3.39,3.82,59.39,64.47,231.89,31.22,966.72,76.03
2026-04-27 02:02:00,CRANE_01,3.77,4.31,54.82,60.21,224.38,36.34,996.85,80.76
2026-04-27 02:03:00,CRANE_01,2.66,2.34,50.28,52.63,177.37,26.62,812.52,73.57
2026-04-27 02:04:00,CRANE_01,3.61,3.74,55.81,62.22,227.85,38.67,984.35,73.33
2026-04-27 02:05:00,CRANE_01,4.49,4.19,66.39,71.27,278.61,42.11,1182.04,86.79
2026-04-27 02:06:00,CRANE_01,3.84,3.77,59.65,64.66,222.81,28.88,957.69,79.45
2026-04-27 02:07:00,CRANE_01,3.36,3.79,59.42,62.51,222.85,35.07,973.78,77.98
2026-04-27 02:08:00,CRANE_01,2.37,2.08,38.17,41.57,136.15,25.66,533.41,78.53
2026-04-27 02:09:00,CRANE_01,2.06,2.96,32.45,36.73,146.69,31.03,622.65,75.9
2026-04-27 02:10:00,CRANE_01,3.45,3.66,56,59.32,229.49,39.78,938.05,76.32
2026-04-27 02:11:00,CRANE_01,2.9,2.89,48.93,53.88,170.94,37.27,774.48,72.92
2026-04-27 02:12:00,CRANE_01,3.4,3.39,43.92,46.24,180.26,19.16,766.1,72.02
2026-04-27 02:13:00,CRANE_01,3.78,3.5,53.5,53.19,223.7,43.86,956.93,78.97
2026-04-27 02:14:00,CRANE_01,2.39,2.56,33.61,37.3,127.33,16.87,618.78,72.37
2026-04-27 02:15:00,CRANE_01,3.65,3.43,50.37,55.7,229.81,33.59,923.32,75.71
2026-04-27 02:16:00,CRANE_01,4.59,4.01,68.45,70.42,272.44,41.82,1147.9,76.75
2026-04-27 02:17:00,CRANE_01,3.4,3.68,57.5,62.54,225.33,33.16,940.48,68.04
2026-04-27 02:18:00,CRANE_01,4.5,4.66,61.81,64.3,273.66,52.29,1167.21,83.12
2026-04-27 02:19:00,CRANE_01,3.5,3.42,55.22,57.79,224.9,43.12,967.8,72.31
2026-04-27 02:20:00,CRANE_01,3.88,3.63,55.98,64.77,226.31,31.24,981.97,73.45
2026-04-27 02:21:00,CRANE_01,4.12,3.98,55.31,61.23,224.46,39.26,955.49,81.33
2026-04-27 02:22:00,CRANE_01,4.3,4.27,65.33,69.97,285.2,36.66,1170.82,79.96
2026-04-27 02:23:00,CRANE_01,3.39,3.79,55.96,61.44,233.42,47.95,984.81,75.72
2026-04-27 02:24:00,CRANE_01,4.43,4.78,65.2,70.91,279.24,41.41,1219.01,78.79
2026-04-27 02:25:00,CRANE_01,3.14,3.09,44.54,47.99,176,23.39,825.01,80.84
2026-04-27 02:26:00,CRANE_01,3.76,3.65,54.17,58.66,214.49,40.94,987.92,76.74
2026-04-27 02:27:00,CRANE_01,3.87,3.25,56.74,63.65,215.92,31.61,990.28,79.21
2026-04-27 02:28:00,CRANE_01,3.76,3.58,58.11,64.96,222.86,30.13,901.97,80.06
2026-04-27 02:29:00,CRANE_01,2.06,2.17,34.69,38.98,140.03,18.82,612.66,75.97
2026-04-27 02:30:00,CRANE_01,4.15,4.71,66.37,71.58,271.64,51.19,1172.93,77.39
2026-04-27 02:31:00,CRANE_01,3.39,3.34,58.8,65.37,223.08,34.16,945.55,77.5
2026-04-27 02:32:00,CRANE_01,4.63,4.54,68.19,73.69,247.08,45.39,1191.5,83.38
2026-04-27 02:33:00,CRANE_01,3.33,3.32,49.24,54.35,179.74,19.99,858.39,76.13
2026-04-27 02:34:00,CRANE_01,3.67,4.17,54.87,59.16,217.98,28.4,962.98,75.26
2026-04-27 02:35:00,CRANE_01,2.57,2.9,41.38,46.52,179.8,20.71,793.58,79.16
2026-04-27 02:36:00,CRANE_01,2.89,3.13,45.68,48.55,176.58,24.02,848.95,75.6
2026-04-27 02:37:00,CRANE_01,2.02,1.74,29.35,30.97,136.49,23.54,569.9,74.48
2026-04-27 02:38:00,CRANE_01,2.6,2.46,33.19,35.85,117.14,17.4,582.21,75.43
2026-04-27 02:39:00,CRANE_01,2.97,3.06,42.42,48.54,178.35,28.09,815.77,76.8
2026-04-27 02:40:00,CRANE_01,1.91,2.23,33.77,37.46,133.32,11.59,592.4,70.74
2026-04-27 02:41:00,CRANE_01,3.9,3.78,54.81,61.47,214.37,39.6,1026.75,77.05
2026-04-27 02:42:00,CRANE_01,4.35,4.63,69.7,71.08,279.14,33.69,1135.43,77.47
2026-04-27 02:43:00,CRANE_01,2.12,2.43,37.13,43.22,129.85,19.95,620.58,79.09
2026-04-27 02:44:00,CRANE_01,2.92,3.01,43.12,47.76,175.34,27.93,767.13,75.51
2026-04-27 02:45:00,CRANE_01,2.86,3.4,46.54,50.1,184.71,26.33,778.65,77.06
2026-04-27 02:46:00,CRANE_01,2.63,2.97,49.47,56.82,184.24,30.5,754.84,73.4
2026-04-27 02:47:00,CRANE_01,2.43,3.15,42.46,46.82,195.73,23.4,820.94,80.74
2026-04-27 02:48:00,CRANE_01,2.81,2.89,51.75,53.5,181.17,30.34,793.19,74.45
2026-04-27 02:49:00,CRANE_01,3.81,3.55,57.37,61.33,232.93,34.74,946.31,75.66
2026-04-27 02:50:00,CRANE_01,2.39,3.87,47.78,52.11,178.7,29.43,801.85,75.05
2026-04-27 02:51:00,CRANE_01,2.15,2.53,35.34,34.93,139.6,21.97,626.15,77.14
2026-04-27 02:52:00,CRANE_01,1.95,1.78,32.29,37.58,141.98,23.57,564.35,75.2
2026-04-27 02:53:00,CRANE_01,3.95,3.87,57.31,62.92,223.71,30.59,954.38,77.47
2026-04-27 02:54:00,CRANE_01,1.72,2.26,33.86,36.63,139.63,25.69,559.89,70.62
2026-04-27 02:55:00,CRANE_01,4.6,4.33,67.05,68.04,273.79,35.8,1221.23,75.27
2026-04-27 02:56:00,CRANE_01,3.63,4.44,72.21,78.07,270.38,39.54,1190.28,78.78
2026-04-27 02:57:00,CRANE_01,8.09171399,6.414787176,68.56935646,74.77976487,218.36,32.95,949.22,80.86
2026-04-27 02:58:00,CRANE_01,2.4,1.93,32.21,35.75,123.58,16.9,596,75.38
2026-04-27 02:59:00,CRANE_01,4.49,4.36,68.38,71.51,249.19,41.33,1207.4,82.69
2026-04-27 03:00:00,CRANE_01,3.78,3.82,56.51,60.04,228.85,41.02,978.03,79.36
2026-04-27 03:01:00,CRANE_01,2.87,2.64,45.18,48.96,175.51,35.26,804.18,72.32
2026-04-27 03:02:00,CRANE_01,4.68,4.19,65.79,71.02,271.71,37.49,1131.98,84.29
2026-04-27 03:03:00,CRANE_01,2.93,3.19,45.09,48.85,179.46,22.99,774.41,72.88
2026-04-27 03:04:00,CRANE_01,3.61,3.25,46.4,50.01,179.32,30.74,807.45,79.37
2026-04-27 03:05:00,CRANE_01,4.68,4.69,68.78,71.92,269.52,49.75,1179.38,79.51
2026-04-27 03:06:00,CRANE_01,2.3,2.33,34.28,40.51,121.54,16.86,580.65,79.58
2026-04-27 03:07:00,CRANE_01,4.52,4.58,66.52,69.6,265.7,40.41,1134.71,79.78
2026-04-27 03:08:00,CRANE_01,4.16,3.46,56.03,58.14,222.05,37.33,966.81,78.78
2026-04-27 03:09:00,CRANE_01,2.05,2.88,30.82,35.1,150.54,21.03,580.49,78.22
2026-04-27 03:10:00,CRANE_01,2.65,2.93,45.37,50.25,166.35,30.31,789.05,73.31
2026-04-27 03:11:00,CRANE_01,3.12,3.02,44.84,49.57,193.57,27.05,748.93,77.66
2026-04-27 03:12:00,CRANE_01,3.68,3.76,54.93,59.84,230.98,32.74,962.72,77.16
2026-04-27 03:13:00,CRANE_01,3.67,3.57,59.92,63.65,218.72,41.61,912.68,80.36
2026-04-27 03:14:00,CRANE_01,2.52,3.28,43.42,48.52,179.25,23.23,786.11,76.79
2026-04-27 03:15:00,CRANE_01,4.17,3.79,55.81,57.81,222.41,39.61,927.22,78.3
2026-04-27 03:16:00,CRANE_01,3.23,2.88,39.94,44.24,182.63,30.02,806.22,80.04
2026-04-27 03:17:00,CRANE_01,4.07,4.61,68.41,72.29,271.48,39.56,1135.56,74.88
2026-04-27 03:18:00,CRANE_01,2.43,1.91,36.5,41.19,120.55,17.61,570.55,76.25
2026-04-27 03:19:00,CRANE_01,4.37,4.94,74.02,79.49,269.39,37.96,1188.26,82.94
2026-04-27 03:20:00,CRANE_01,2.42,1.81,37.46,39.96,131.28,22.25,608.04,74.29
2026-04-27 03:21:00,CRANE_01,3.68,4.3,58.63,63.38,229.25,37.11,958.47,74.06
2026-04-27 03:22:00,CRANE_01,4.62,4.75,70.81,77.32,268.66,45.34,1197.96,81.79
2026-04-27 03:23:00,CRANE_01,1.88,2.15,37.06,41.92,138.36,21.25,611.26,75.02
2026-04-27 03:24:00,CRANE_01,3.22,4.09,56.86,59.57,229.47,33.04,1001.93,72.34
2026-04-27 03:25:00,CRANE_01,3.67,3.81,53.62,58.23,215.68,28.24,955.99,81.94
2026-04-27 03:26:00,CRANE_01,3.63,3.25,55.27,61.12,222.67,32.26,1017.12,81.61
2026-04-27 03:27:00,CRANE_01,2.91,3.09,44.04,46.6,181.89,27.76,774.34,73.05
2026-04-27 03:28:00,CRANE_01,3.3,3.48,54.32,57.34,223.25,27.75,985.26,76.81
2026-04-27 03:29:00,CRANE_01,2.12,2.18,39.02,45.03,123.96,25.15,615.46,78.85
2026-04-27 03:30:00,CRANE_01,3.26,3.09,47.83,52.34,182.26,21.37,774.38,76.39
2026-04-27 03:31:00,CRANE_01,3.15,2.99,49.26,52.76,183.65,22.9,790.29,75.19
2026-04-27 03:32:00,CRANE_01,2.9,2.53,50.82,56.89,168.8,31.45,792.71,75.1
2026-04-27 03:33:00,CRANE_01,2.06,2.05,32.54,35.29,133.81,17.42,566.5,74.84
2026-04-27 03:34:00,CRANE_01,3.89,3.9,58.25,63.36,227.78,28.81,951.29,77.89
2026-04-27 03:35:00,CRANE_01,4.78,5.22,67.7,69.63,271.13,45.61,1126.76,81.64
2026-04-27 03:36:00,CRANE_01,3.51,2.78,45.07,50.36,176.04,27.77,781.92,74.95
2026-04-27 03:37:00,CRANE_01,2.13,2.69,31.69,36.91,132.12,19.6,606.78,77.16
2026-04-27 03:38:00,CRANE_01,2.74,2.76,53.82,59.69,168.33,21.39,801.62,74.72
2026-04-27 03:39:00,CRANE_01,3.03,2.34,45.87,48.59,180.54,42.93,814.67,77.51
2026-04-27 03:40:00,CRANE_01,4.28,3.42,59.24,61.85,228.36,30.41,1012.16,81.32
2026-04-27 03:41:00,CRANE_01,2.83,2.63,45.9,49.44,198.55,30.16,818.16,81.93
2026-04-27 03:42:00,CRANE_01,3.48,3.13,44.28,49.08,158.05,28.02,746.92,77.22
2026-04-27 03:43:00,CRANE_01,2.03,2.13,32.35,37.33,141.22,19.83,576.32,73.91
2026-04-27 03:44:00,CRANE_01,2.91,1.92,38.5,44,136.6,29.79,584.95,79.49
2026-04-27 03:45:00,CRANE_01,3.43,3.7,56.06,59.96,233.82,32.71,1007.7,70.12
2026-04-27 03:46:00,CRANE_01,2.11,2.32,37.84,41.1,119.34,24.1,564.95,73.67
2026-04-27 03:47:00,CRANE_01,3.23,3.39,48.08,50.37,177.52,27.97,756.71,76.71
2026-04-27 03:48:00,CRANE_01,3.94,4,58.27,64.39,227.2,30.69,962.5,76.44
2026-04-27 03:49:00,CRANE_01,3.81,3.86,62.31,67.92,225.44,39.71,1041.34,76.97
2026-04-27 03:50:00,CRANE_01,2.74,2.77,45.52,47.41,179.26,32.51,800.29,78.57
2026-04-27 03:51:00,CRANE_01,2.74,3.28,46.88,51.71,169.73,23.52,798.62,71.38
2026-04-27 03:52:00,CRANE_01,3.9,3.95,56.32,61.19,226,32.31,990.25,73.11
2026-04-27 03:53:00,CRANE_01,3.93,3.67,57.23,62.33,226.6,36.58,1004.5,79.7
2026-04-27 03:54:00,CRANE_01,4.26,4.44,69.57,73.37,271.37,49.16,1195.38,82.51
2026-04-27 03:55:00,CRANE_01,2.35,2.58,39.87,45.41,136.35,26.23,574.51,79.39
2026-04-27 03:56:00,CRANE_01,3.13,2.59,47.37,48.22,184.14,32.43,850.8,74.74
2026-04-27 03:57:00,CRANE_01,3.5,3.01,48.98,54.99,173.2,25.57,802.11,74.36
2026-04-27 03:58:00,CRANE_01,3.68,3.86,61.94,67.22,227.24,37.32,889.47,76.47
2026-04-27 03:59:00,CRANE_01,3.86,3.7,62.45,68.81,220.19,34.25,984.84,75.45
2026-04-27 04:00:00,CRANE_01,4.33,4.8,72.75,75.54,275.87,38.84,1172.43,80.02
2026-04-27 04:01:00,CRANE_01,2.18,2.25,35.07,37.95,132.94,13.26,577.84,73.64
2026-04-27 04:02:00,CRANE_01,3.83,3.99,61.5,64.53,214.29,29.79,951.06,73.77
2026-04-27 04:03:00,CRANE_01,2.45,2.14,34.55,37.16,134.1,16.76,574.22,75.8
2026-04-27 04:04:00,CRANE_01,3.93,3.54,59.07,60.41,223.27,30.83,973.92,75.95
2026-04-27 04:05:00,CRANE_01,4.3,4.09,60.51,65.06,227.07,25.36,976.3,74.38
2026-04-27 04:06:00,CRANE_01,3.39,3.06,49.83,53.28,165.5,23.38,773.89,75.88
2026-04-27 04:07:00,CRANE_01,3.55,3.56,52.99,56.75,181.5,20.42,789.99,73.81
2026-04-27 04:08:00,CRANE_01,2.92,2.91,46.08,51.33,170.3,29.1,757.28,75.15
2026-04-27 04:09:00,CRANE_01,3.71,3.99,56.55,61.57,227.19,33.46,996.73,81.11
2026-04-27 04:10:00,CRANE_01,2.55,2.9,47.37,50.01,171.64,24.66,704.07,68.74
2026-04-27 04:11:00,CRANE_01,2.39,2.92,46.13,52.21,176.06,29.91,809.29,75.43
2026-04-27 04:12:00,CRANE_01,3.32,4.36,58.59,63.02,223.56,32.88,924.91,78.89
2026-04-27 04:13:00,CRANE_01,2.96,3.45,46.11,50.65,173.29,31.79,776.26,77.93
2026-04-27 04:14:00,CRANE_01,2.33,2.69,33.79,38.91,132.79,20.68,582.74,75.3
2026-04-27 04:15:00,CRANE_01,4.06,3.71,57.09,62.52,230.93,42.36,920.63,76.94
2026-04-27 04:16:00,CRANE_01,4,3.79,60.12,62.4,224.6,20.04,1020.22,80.33
2026-04-27 04:17:00,CRANE_01,3.61,4.37,61.64,65.29,233,29.47,959.5,74.05
2026-04-27 04:18:00,CRANE_01,3.93,3.67,54.76,59.17,208.62,34.66,1009.91,78.18
2026-04-27 04:19:00,CRANE_01,3.98,3.9,59.97,65.88,229.78,36.44,973.71,78.24
2026-04-27 04:20:00,CRANE_01,3.45,3.26,47.63,51.31,171.52,28.39,794.1,76.43
2026-04-27 04:21:00,CRANE_01,4.13,4.35,70.14,76.97,273.16,35.32,1211.51,76.85
2026-04-27 04:22:00,CRANE_01,2.75,2.66,45.99,51.55,166.98,13.84,824.42,74.11
2026-04-27 04:23:00,CRANE_01,2.61,2.96,47.92,52.59,175.06,28.17,798.28,72.27
2026-04-27 04:24:00,CRANE_01,3.76,3.89,56.9,60.59,228.8,35.78,1003.02,71.37
